"dominio","...1","directorio","secuencia_p","orden","clase","mes","estrato1","sex","age","p6050","p6090","p6210","p6210s1","p6240","oficio","p6426","relab","hoursWorkUsual","p6870","p7040","p7090","p7495","p7500s1a1","p7500s2a1","p7500s3a1","p7505","p7510s1a1","p7510s2a1","p7510s3a1","p7510s5a1","p7510s6a1","p7510s7a1","impa","isa","iof1","iof2","iof3h","iof3i","iof6","ingtotob","ingtot","fex_c","depto","fex_dpto","fweight","college","regSalud","cotPension","totalHoursWorked","formal","cuentaPropia","microEmpresa","y_total_m","y_total_m_ha","ingtot_H"
"BOGOTA",515,4744463,1,3,1,10,"5","1",24,"3","1","6","5","1","61",36,5,40,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1800000,0,0,0,0,0,0,1800000,1800000,227.839053169591,11,227.839053169591,228,0,"1",2,40,"0",0,1,1800000,10500,45000
"BOGOTA",516,4744464,1,1,1,10,"1","1",47,"1","1","3","5","1","72",36,1,48,5,2,2,"2",0,0,0,"1",0,0,0,0,480000,0,968119.666666667,0,0,0,0,0,0,968119.666666667,968119.666666667,195.421159876617,11,195.421159876617,195,0,"1",1,48,"1",0,0,968119.6875,4706.13720703125,20169.1597222222
"BOGOTA",517,4744464,1,2,1,10,"1","0",46,"2","1","5","11","1","77",1,1,56,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,869453,0,0,0,0,0,0,869453,869453,195.421159876617,11,195.421159876617,195,1,"1",1,56,"1",0,0,869453,3622.72094726562,15525.9464285714
"BOGOTA",519,4744465,1,1,1,10,"5","1",45,"1","1","6","7","1","11",84,1,55,9,2,2,"2",0,0,0,"1",0,0,0,5e+05,0,0,21083333.3333333,0,41666.6666666667,0,0,0,0,21125000,21125000,175.067231917713,11,175.067231917713,175,0,"1",1,55,"1",0,0,21083334,89444.4453125,384090.909090909
"BOGOTA",520,4744465,1,3,1,10,"5","1",30,"3","1","6","5","1","41",9,4,50,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,2e+06,0,0,0,0,0,0,2e+06,2e+06,175.067231917713,11,175.067231917713,175,0,"1",2,50,"0",1,1,2e+06,9333.3330078125,40000
"BOGOTA",523,4744465,1,2,1,10,"5","0",51,"2","1","6","3","6","21",216,5,20,3,1,2,"2",0,0,0,"2",0,0,0,0,0,0,2e+06,1e+06,0,0,0,0,0,3e+06,3e+06,175.067231917713,11,175.067231917713,175,0,"1",2,20,"0",0,1,2e+06,23333.333984375,150000
"BOGOTA",524,4744465,1,6,1,10,"5","0",35,"6","1","5","11","1","54",48,3,48,1,2,2,"2",0,0,0,"1",0,0,0,0,0,1300000,975833.333333333,0,0,0,0,0,0,1973833.33333333,1973833.33333333,175.067231917713,11,175.067231917713,175,1,"1",1,48,"1",0,1,975833.3125,4743.63427734375,41121.5277777777
"BOGOTA",527,4744467,1,1,1,10,"1","1",48,"1","1","4","6","1","83",6,1,78,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,720000,0,0,0,0,0,0,720000,720000,203.073981288791,11,203.073981288791,203,0,"1",2,78,"0",0,0,720000,2153.84619140625,9230.76923076923
"BOGOTA",529,4744467,1,3,1,10,"1","1",29,"3","1","6","0","1","3",36,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,932753,203.073981288791,11,203.073981288791,203,0,"1",1,48,"1",0,0,1617550.51747335,8541.87432821602,19432.3541666667
"BOGOTA",530,4744467,1,4,1,10,"1","0",26,"3","1","6","3","1","21",90,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1453211,0,0,0,0,0,0,1453211,1453211,203.073981288791,11,203.073981288791,203,0,"1",1,48,"1",0,0,1453211,7064.22021484375,30275.2291666667
"BOGOTA",532,4744471,1,2,1,10,"3","0",42,"2","1","6","2","1","57",3,1,48,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1200000,0,0,0,0,0,0,1200000,1200000,215.431144236885,11,215.431144236885,215,0,"1",2,48,"0",0,0,1200000,5833.33349609375,25000
"BOGOTA",533,4744471,1,1,1,10,"3","1",35,"1","1","6","5","1","8",42,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,2166666.66666667,0,0,0,0,0,0,2166666.66666667,2166666.66666667,215.431144236885,11,215.431144236885,215,0,"1",1,48,"1",0,0,2166666.75,10532.408203125,45138.888888889
"BOGOTA",536,4744472,1,1,1,10,"2","1",50,"1","1","6","5","1","39",276,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1616666.66666667,0,0,0,0,0,0,1616666.66666667,1616666.66666667,280.141809711265,11,280.141809711265,280,0,"1",1,48,"1",0,0,1616666.625,7858.7958984375,33680.5555555556
"BOGOTA",537,4744472,1,2,1,10,"2","1",26,"3","1","6","1","1","38",2,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e+06,1e+06,280.141809711265,11,280.141809711265,280,0,"1",1,48,"1",0,0,1e+06,4861.111328125,20833.3333333333
"BOGOTA",538,4744472,1,3,1,10,"2","1",28,"3","1","6","2","1","45",30,1,60,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1647666.66666667,0,0,0,0,0,0,1647666.66666667,1647666.66666667,280.141809711265,11,280.141809711265,280,0,"1",1,60,"1",0,0,1647666.625,6407.59228515625,27461.1111111112
"BOGOTA",541,4744473,1,1,1,10,"2","1",45,"1","1","3","5","6","95",9,1,50,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,4096000,0,0,0,0,0,0,4096000,4096000,389.508694994892,11,389.508694994892,390,0,"1",1,50,"1",0,0,4096000,19114.666015625,81920
"BOGOTA",544,4744473,1,2,1,10,"2","0",41,"2","1","3","5","1","54",24,3,40,1,1,2,"2",0,0,0,"1",0,0,1500000,0,0,0,1055244.66666667,2e+05,0,0,0,125000,0,1700244.66666667,1700244.66666667,389.508694994892,11,389.508694994892,390,0,"1",1,48,"1",0,1,1255244.625,6101.8837890625,35421.763888889
"BOGOTA",547,4744474,1,3,1,10,"2","0",57,"3","1","5","11","1","54",48,3,48,1,2,2,"2",0,0,0,"1",0,0,0,0,8e+05,0,866666.666666667,0,0,0,0,0,0,866666.666666667,866666.666666667,216.558295616903,11,216.558295616903,217,1,"1",2,48,"0",0,1,866666.6875,4212.962890625,18055.5555555556
"BOGOTA",549,4744474,1,4,1,10,"2","1",53,"9","1","4","6","1","87",24,1,48,3,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e+06,1e+06,216.558295616903,11,216.558295616903,217,0,"1",2,48,"0",0,1,1e+06,4861.111328125,20833.3333333333
"BOGOTA",550,4744475,1,1,1,10,"2","1",43,"1","1","5","11","1","98",8,4,40,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,8e+05,0,0,0,0,0,0,8e+05,8e+05,195.421159876617,11,195.421159876617,195,1,"1",1,40,"1",1,1,8e+05,4666.66650390625,20000
"BOGOTA",552,4744475,1,2,1,10,"2","0",39,"2","1","6","6","1","13",9,4,50,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,3e+06,0,0,0,0,0,0,3e+06,3e+06,195.421159876617,11,195.421159876617,195,0,"1",1,50,"1",1,0,3e+06,14000,60000
"BOGOTA",555,4744476,1,4,1,10,"2","0",49,"5","2","6","7","6","45",0,1,24,2,2,1,"2",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780211,272.107897247475,11,272.107897247475,272,0,NA,2,24,"0",0,1,1617550.51747335,8541.87432821602,74175.4583333333
"BOGOTA",557,4744477,1,2,1,10,"2","0",36,"2","2","6","4","1","53",18,1,75,3,2,2,"2",0,0,0,"2",0,0,0,0,0,0,7e+05,0,0,0,0,0,0,7e+05,7e+05,195.421159876617,11,195.421159876617,195,0,NA,2,75,"0",0,1,7e+05,2177.77783203125,9333.33333333333
"BOGOTA",559,4744477,1,1,1,10,"2","1",38,"1","1","5","11","1","87",4,1,48,2,2,1,"2",0,0,0,"1",0,0,0,0,89000,1780000,1e+06,0,0,0,0,0,0,1e+06,1e+06,195.421159876617,11,195.421159876617,195,1,"3",2,48,"0",0,1,1e+06,4861.111328125,20833.3333333333
"BOGOTA",561,4744478,1,1,1,10,"2","1",45,"1","1","3","5","1","21",120,1,66,9,2,2,"1",7e+05,0,0,"1",0,0,0,0,0,0,3250000,0,0,0,0,0,7e+05,3950000,3950000,247.377325408799,11,247.377325408799,247,0,"1",1,66,"1",0,0,3250000,11489.8994140625,59848.4848484848
"BOGOTA",564,4744478,1,3,1,10,"2","0",24,"3","1","5","11","1","59",18,1,42,9,2,2,"2",0,0,0,"1",8e+05,0,0,0,80000,0,1013333.33333333,0,0,0,66666.6666666667,0,0,1080000,1080000,247.377325408799,11,247.377325408799,247,1,"1",1,42,"1",0,0,1013333.3125,5629.62939453125,25714.2857142857
"BOGOTA",565,4744478,1,5,1,10,"2","0",21,"3","1","6","1","1","59",2,1,52,8,2,2,"2",0,0,0,"2",0,0,0,0,0,0,869453,0,0,0,0,0,0,869453,869453,247.377325408799,11,247.377325408799,247,0,"1",1,52,"1",0,0,869453,3901.3916015625,16720.25
"BOGOTA",569,4744479,1,1,1,10,"2","1",37,"1","1","4","7","1","41",24,4,35,2,2,2,"1",1e+06,0,0,"2",0,0,0,0,0,0,780000,0,0,0,0,0,1e+06,1780000,1780000,281.88078432428,11,281.88078432428,282,0,"1",2,35,"0",1,1,780000,5200,50857.1428571429
"BOGOTA",571,4744480,1,2,1,10,"2","0",54,"2","1","4","9","1","55",6,4,40,1,1,1,"2",0,0,0,"2",0,0,0,0,0,0,720000,50000,0,0,0,0,0,770000,770000,260.243097959074,11,260.243097959074,260,0,"3",2,58,"0",1,1,720000,2896.5517578125,13275.8620689655
"BOGOTA",576,4744481,1,1,1,10,"2","1",28,"1","1","5","10","1","95",24,1,56,6,2,1,"2",0,0,0,"2",0,0,0,0,0,0,2497000,0,0,0,0,0,0,2497000,2497000,342.01903240945,11,342.01903240945,342,1,"1",1,56,"1",0,0,2462000,10258.3330078125,44589.2857142857
"BOGOTA",580,4744483,1,1,1,10,"2","1",35,"1","1","5","11","1","83",60,4,48,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,2e+06,0,0,0,0,0,0,2e+06,2e+06,215.431144236885,11,215.431144236885,215,1,"3",2,48,"0",1,1,2e+06,9722.22265625,41666.6666666667
"BOGOTA",582,4744484,1,2,1,10,"2","0",48,"2","1","5","10","1","45",8,1,60,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,5e+05,0,0,0,0,0,0,5e+05,5e+05,232.737021196809,11,232.737021196809,233,1,"3",2,60,"0",0,1,5e+05,1944.44445800781,8333.33333333333
"BOGOTA",583,4744484,1,1,1,10,"2","1",39,"1","1","4","9","1","51",8,5,60,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e+06,1e+06,232.737021196809,11,232.737021196809,233,0,"3",2,60,"0",0,1,1e+06,3888.88891601562,16666.6666666667
"BOGOTA",585,4744485,1,4,1,10,"2","0",31,"3","1","5","11","1","58",24,1,60,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1063211,0,0,0,0,0,0,1063211,1063211,190.708509391578,11,190.708509391578,191,1,"1",1,60,"1",0,0,1063211,4134.70947265625,17720.1833333333
"BOGOTA",587,4744485,1,1,1,10,"2","0",50,"1","1","4","9","4","41",36,4,35,2,2,1,"2",0,0,0,"2",0,0,0,0,0,0,150000,0,0,0,0,0,0,150000,150000,190.708509391578,11,190.708509391578,191,0,"2",2,35,"0",1,1,150000,1000,4285.71428571429
"BOGOTA",591,4744486,1,3,1,10,"2","0",18,"3","1","5","11","1","57",1,4,35,3,2,2,"2",0,0,0,"1",5e+06,0,0,0,0,0,50000,0,0,0,416666.666666667,0,0,466666.666666667,466666.666666667,178.157719952185,11,178.157719952185,178,1,"2",2,35,"0",1,1,50000,333.333343505859,13333.3333333333
"BOGOTA",592,4744487,1,1,1,10,"2","1",59,"1","1","5","11","1","45",120,1,35,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e+06,1e+06,264.955748444113,11,264.955748444113,265,1,"1",2,35,"0",0,1,1e+06,6666.66650390625,28571.4285714286
"BOGOTA",594,4744488,1,1,1,10,"2","1",61,"1","1","1","0","1","95",8,1,48,6,2,2,"2",0,0,0,"2",0,0,0,0,0,0,869453,0,0,0,0,0,0,869453,869453,299.185070879924,11,299.185070879924,299,0,"1",2,48,"0",0,0,869453,4226.5078125,18113.6041666667
"BOGOTA",596,4744488,1,2,1,10,"2","0",55,"2","2","4","6","1","55",10,1,54,5,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1100000,0,0,0,0,0,0,1100000,1100000,299.185070879924,11,299.185070879924,299,0,NA,2,54,"0",0,0,1100000,4753.08642578125,20370.3703703704
"BOGOTA",597,4744488,1,4,1,10,"2","1",25,"3","2","4","6","6","95",1,4,48,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,120000,0,0,0,0,0,0,120000,120000,299.185070879924,11,299.185070879924,299,0,NA,2,48,"0",1,1,120000,583.333312988281,2500
"BOGOTA",599,4744488,1,3,1,10,"2","0",21,"3","2","4","9","6","16",36,1,42,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,840000,0,0,0,0,0,0,840000,840000,299.185070879924,11,299.185070879924,299,0,NA,2,42,"0",0,0,840000,4666.66650390625,20000
"BOGOTA",603,4744489,1,1,1,10,"2","1",56,"1","1","3","2","1","97",60,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,135000,0,1540411,0,0,0,0,0,0,1540411,1540411,356.876523671986,11,356.876523671986,357,0,"1",1,48,"1",0,0,1540411,7488.10888671875,32091.8958333333
"BOGOTA",605,4744489,1,4,1,10,"2","1",20,"3","1","6","2","1","3",3,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,2100000,1604877.66666667,0,0,0,0,0,0,1704877.66666667,1704877.66666667,356.876523671986,11,356.876523671986,357,0,"1",1,48,"1",0,0,1604877.625,7801.48828125,35518.2847222223
"BOGOTA",607,4744493,1,1,1,10,"2","0",57,"1","1","1","0","1","54",240,4,40,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,320000,0,0,0,0,0,0,320000,320000,229.64388575148,11,229.64388575148,230,0,"3",2,40,"0",1,1,320000,1866.66662597656,8000
"BOGOTA",608,4744494,1,1,1,10,"2","1",55,"1","1","5","11","1","98",9,1,43,7,2,2,"2",0,0,0,"2",0,0,0,0,0,0,899453,0,0,0,0,0,0,899453,899453,246.221335524921,11,246.221335524921,246,1,"1",1,43,"1",0,0,899453,4880.7529296875,20917.511627907
"BOGOTA",609,4744494,1,2,1,10,"2","0",57,"2","1","5","11","4","39",2,1,24,5,2,1,"1",1300000,0,0,"1",0,0,0,0,0,8e+06,588211,0,0,0,0,0,1300000,1936211,1936211,246.221335524921,11,246.221335524921,246,1,"1",1,24,"1",0,0,588211,5718.71826171875,80675.4583333333
"BOGOTA",610,4744495,1,1,1,10,"2","1",23,"1","1","5","11","1","53",2,1,30,4,2,1,"2",0,0,0,"2",0,0,0,0,0,0,6e+05,0,0,0,0,0,0,750000,750000,257.502093077608,11,257.502093077608,258,1,"3",2,30,"0",0,0,6e+05,4666.66650390625,25000
"BOGOTA",613,4744496,1,1,1,10,"2","1",28,"1","1","5","11","1","83",6,4,48,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1600000,0,0,0,0,0,0,1600000,1600000,371.261106181021,11,371.261106181021,371,1,"1",2,48,"0",1,0,1600000,7777.77783203125,33333.3333333333
"BOGOTA",614,4744496,1,2,1,10,"2","0",29,"2","1","5","11","1","41",27,5,54,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e+05,371.261106181021,11,371.261106181021,371,1,"1",2,54,"0",0,1,1617550.51747335,8541.87432821602,14814.8148148148
"BOGOTA",616,4744497,1,1,1,10,"2","1",61,"1","1","4","6","1","45",480,4,48,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,7e+05,0,0,0,0,0,0,7e+05,7e+05,235.292708536096,11,235.292708536096,235,0,"3",2,48,"0",1,1,7e+05,3402.77783203125,14583.3333333333
"BOGOTA",617,4744497,1,3,1,10,"2","1",37,"3","1","5","11","1","45",180,4,48,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,250000,0,0,0,0,0,0,250000,250000,235.292708536096,11,235.292708536096,235,1,"3",2,48,"0",1,1,250000,1215.27783203125,5208.33333333333
"BOGOTA",618,4744498,1,2,1,10,"3","1",41,"3","1","6","5","1","21",48,1,50,7,2,2,"2",0,0,0,"1",0,0,0,0,150000,0,1725000,0,0,0,0,0,0,1725000,1725000,251.870158309536,11,251.870158309536,252,0,"1",1,50,"1",0,0,1725000,8050,34500
"BOGOTA",619,4744498,1,3,1,10,"3","1",69,"5","1","3","5","6","84",120,4,4,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,4e+05,0,0,0,0,0,0,4e+05,4e+05,251.870158309536,11,251.870158309536,252,0,"1",2,4,"0",1,1,4e+05,23333.333984375,1e+05
"BOGOTA",621,4744498,1,4,1,10,"3","1",66,"5","1","6","4","1","21",36,4,54,3,1,1,"1",1200000,0,0,"2",0,0,0,0,0,0,1100000,2e+05,0,0,0,0,1200000,2500000,2500000,251.870158309536,11,251.870158309536,252,0,"1",2,56,"0",1,1,1100000,4583.33349609375,44642.8571428571
"BOGOTA",623,4744500,1,1,1,10,"2","1",58,"1","1","6","3","1","98",9,5,35,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e+06,1e+06,235.292708536096,11,235.292708536096,235,0,"1",1,35,"1",0,1,1e+06,6666.66650390625,28571.4285714286
"BOGOTA",624,4744500,1,3,1,10,"2","1",26,"3","1","6","2","1","3",12,1,48,7,2,2,"2",0,0,0,"2",0,0,0,0,0,0,984044.333333333,0,0,0,0,0,0,984044.333333333,984044.333333333,235.292708536096,11,235.292708536096,235,0,"1",1,48,"1",0,0,984044.3125,4783.548828125,20500.9236111111
"BOGOTA",626,4744501,1,1,1,10,"2","1",52,"1","1","3","5","1","84",8,1,40,3,1,2,"2",0,0,0,"2",0,0,0,0,0,0,3e+05,2e+05,0,0,0,0,0,5e+05,5e+05,237.449671681848,11,237.449671681848,237,0,"3",2,48,"0",0,1,5e+05,2430.5556640625,10416.6666666667
"BOGOTA",627,4744502,1,1,1,10,"2","1",63,"1","1","5","11","1","21",60,1,60,7,2,2,"1",3e+06,0,0,"1",0,0,0,0,1.5e+07,0,16041666.6666667,0,0,0,0,0,3e+06,19041666.6666667,19041666.6666667,329.50514045118,11,329.50514045118,330,1,"1",1,60,"1",0,0,16041667,62384.26171875,317361.111111112
"BOGOTA",628,4744502,1,2,1,10,"2","0",38,"2","1","6","6","1","12",60,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,8e+06,0,8866666.66666667,0,0,0,0,0,0,8866666.66666667,8866666.66666667,329.50514045118,11,329.50514045118,330,0,"2",1,48,"1",0,0,8866667,43101.8515625,184722.222222222
"BOGOTA",631,4744503,1,2,1,10,"2","1",35,"2","1","6","7","1","30",60,1,55,8,2,2,"1",2e+06,0,0,"1",0,0,0,0,0,0,4500000,0,0,0,0,0,2e+06,6500000,6500000,252.747005557077,11,252.747005557077,253,0,"1",1,55,"1",0,0,4500000,19090.908203125,118181.818181818
"BOGOTA",632,4744503,1,1,1,10,"2","0",34,"1","1","6","7","6","12",34,2,40,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1e+07,0,0,0,0,0,0,1e+07,1e+07,252.747005557077,11,252.747005557077,253,0,"1",1,40,"1",0,0,1e+07,58333.33203125,250000
"BOGOTA",633,4744504,1,1,1,10,"3","1",38,"1","1","6","7","1","11",60,1,40,9,2,2,"2",0,0,0,"1",0,0,0,1e+05,130000,0,3501000,0,8333.33333333333,0,0,0,0,3509333.33333333,3509333.33333333,246.573466088783,11,246.573466088783,247,0,"1",1,40,"1",0,0,3501000,20422.5,87733.3333333333
"BOGOTA",634,4744504,1,2,1,10,"3","1",24,"2","2","6","2","1","13",24,4,48,1,2,1,"2",0,0,0,"2",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e+06,1e+06,246.573466088783,11,246.573466088783,247,0,NA,2,48,"0",1,1,1e+06,4861.111328125,20833.3333333333
"BOGOTA",636,4744505,1,1,1,10,"3","0",66,"1","1","4","8","6","21",18,7,40,3,2,2,"1",770000,1100000,0,"2",0,0,0,0,0,0,1455598.84618464,0,0,1100000,0,0,770000,1870000,1870000,256.877416438355,11,256.877416438355,257,0,"1",3,40,"1",0,1,1617550.51747335,8541.87432821602,46750
"BOGOTA",637,4744505,1,2,1,10,"3","0",37,"3","1","6","4","1","13",9,1,16,9,2,2,"1",0,0,3e+05,"1",0,0,0,0,0,4e+06,4250000,0,0,0,3e+05,0,0,4950000,4950000,256.877416438355,11,256.877416438355,257,0,"1",1,16,"1",0,0,4250000,61979.16796875,309375
"BOGOTA",639,4744506,1,1,1,10,"2","1",35,"1","1","6","7","1","12",1,1,35,5,1,2,"2",0,0,0,"2",0,0,0,0,0,0,1500000,4e+06,0,0,0,0,0,5500000,5500000,209.032497601776,11,209.032497601776,209,0,"1",1,39,"1",0,0,5500000,32905.984375,141025.641025641
"BOGOTA",641,4744506,1,2,1,10,"2","1",42,"9","1","6","7","1","17",72,4,60,1,1,2,"2",0,0,0,"2",0,0,0,0,0,0,1500000,1200000,0,0,0,0,0,2700000,2700000,209.032497601776,11,209.032497601776,209,0,"1",1,78,"1",1,1,1500000,4487.1796875,34615.3846153846
"BOGOTA",642,4744506,1,6,1,10,"2","1",32,"9","1","6","5","6","13",3,1,12,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1088211,0,0,0,0,0,0,1088211,1088211,209.032497601776,11,209.032497601776,209,0,"1",1,12,"1",0,0,1088211,21159.658203125,90684.25
"BOGOTA",643,4744506,1,7,1,10,"2","1",31,"9","1","6","5","6","16",24,4,25,1,2,1,"2",0,0,0,"2",0,0,0,0,0,0,2e+06,0,0,0,0,0,0,2e+06,2e+06,209.032497601776,11,209.032497601776,209,0,"1",2,25,"0",1,1,2e+06,18666.666015625,80000
"BOGOTA",644,4744506,1,5,1,10,"2","1",38,"9","1","6","12","1","58",24,1,20,9,1,2,"2",0,0,0,"1",0,0,0,0,0,1e+06,1688211,0,0,0,0,0,0,1688211,1688211,209.032497601776,11,209.032497601776,209,0,"1",1,28,"1",0,0,1688211,14068.4248046875,60293.25
"BOGOTA",648,4744508,1,1,1,10,"2","0",40,"1","1","3","5","1","54",60,3,41,1,2,2,"2",0,0,0,"1",0,0,0,0,98000,0,930711,0,0,0,0,0,0,1218711,1218711,311.12285809585,11,311.12285809585,311,0,"1",1,41,"1",0,1,930711,5296.7294921875,29724.6585365854
"BOGOTA",649,4744508,1,2,1,10,"2","1",44,"2","1","3","4","1","95",36,1,40,5,2,2,"2",0,0,0,"1",0,0,0,0,0,0,962786.333333333,0,0,0,0,0,0,962786.333333333,962786.333333333,311.12285809585,11,311.12285809585,311,0,"1",1,40,"1",0,0,962786.3125,5616.25341796875,24069.6583333333
"BOGOTA",651,4744509,1,1,1,10,"2","0",56,"1","2","4","7","1","45",192,4,60,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,5e+05,0,0,0,0,0,0,5e+05,5e+05,199.604549220841,11,199.604549220841,200,0,NA,2,60,"0",1,0,5e+05,1944.44445800781,8333.33333333333
"BOGOTA",653,4744509,1,3,1,10,"2","1",30,"3","1","6","5","1","58",132,2,72,9,1,2,"2",0,0,0,"2",0,0,0,0,0,0,2123452.66666667,0,0,0,0,0,0,2123452.66666667,2203452.66666667,199.604549220841,11,199.604549220841,200,0,"2",1,72,"1",0,0,2066666.625,6697.53076171875,30603.5092592593
"BOGOTA",655,4744509,1,2,1,10,"2","1",38,"3","1","4","9","1","91",108,1,48,4,2,2,"2",0,0,0,"1",0,0,0,0,1100000,0,1279877.66666667,0,0,0,0,0,0,1279877.66666667,1279877.66666667,199.604549220841,11,199.604549220841,200,0,"1",1,48,"1",0,0,1279877.625,6221.62744140625,26664.1180555556
"BOGOTA",657,4744510,1,1,1,10,"3","1",53,"1","1","5","11","6","81",72,4,48,1,2,2,"1",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350000,232.737021196809,11,232.737021196809,233,1,"1",2,48,"0",1,1,1617550.51747335,8541.87432821602,28125
"BOGOTA",658,4744510,1,2,1,10,"3","0",50,"2","1","6","9","6","79",480,4,20,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,2e+06,0,0,0,0,0,0,2e+06,2e+06,232.737021196809,11,232.737021196809,233,0,"1",2,20,"0",1,1,2e+06,23333.333984375,1e+05
"BOGOTA",660,4744511,1,1,1,10,"2","1",39,"1","1","6","5","1","13",124,1,50,9,2,2,"1",525000,0,0,"1",0,0,0,0,0,0,2438333.33333333,0,0,0,0,0,525000,2963333.33333333,2963333.33333333,252.747005557077,11,252.747005557077,253,0,"1",1,50,"1",0,0,2438333.25,11378.888671875,59266.6666666666
"BOGOTA",662,4744512,1,1,1,10,"2","1",58,"1","1","5","11","1","45",5,1,48,6,2,2,"2",0,0,0,"2",0,0,0,0,0,0,881953,0,0,0,0,0,0,881953,881953,274.079542851049,11,274.079542851049,274,1,"1",1,48,"1",0,0,881953,4287.271484375,18374.0208333333
"BOGOTA",663,4744512,1,2,1,10,"2","1",23,"3","1","6","5","1","3",29,1,48,4,2,2,"2",0,0,0,"1",0,0,0,0,90000,0,954877.666666667,0,0,0,0,0,0,954877.666666667,954877.666666667,274.079542851049,11,274.079542851049,274,0,"1",1,48,"1",0,0,954877.6875,4641.7666015625,19893.2847222222
"BOGOTA",664,4744513,1,1,1,10,"2","1",35,"1","2","3","3","1","89",72,1,60,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,850000,0,0,0,0,0,0,850000,850000,246.573466088783,11,246.573466088783,247,0,NA,2,60,"0",0,1,850000,3305.5556640625,14166.6666666667
"BOGOTA",667,4744515,1,1,1,10,"2","0",39,"1","1","5","11","6","92",78,1,48,7,2,2,"2",0,0,0,"1",0,0,0,0,7e+05,0,963619.666666667,0,0,0,0,0,0,963619.666666667,963619.666666667,238.952997700595,11,238.952997700595,239,1,"1",1,48,"1",0,0,963619.6875,4684.26220703125,20075.4097222222
"BOGOTA",673,4744518,1,3,1,10,"2","1",40,"3","1","5","11","1","58",1,1,48,3,2,2,"2",0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,974044,268.837631225195,11,268.837631225195,269,1,"1",1,48,"1",0,1,1617550.51747335,8541.87432821602,20292.5833333333
"BOGOTA",676,4744518,1,1,1,10,"2","0",63,"1","1","3","2","1","55",192,4,48,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,4e+05,0,0,0,0,0,0,4e+05,4e+05,268.837631225195,11,268.837631225195,269,0,"1",2,48,"0",1,1,4e+05,1944.44445800781,8333.33333333333
"BOGOTA",678,4744518,1,4,1,10,"2","0",41,"5","1","3","5","1","55",5,1,48,8,2,2,"2",0,0,0,"2",0,0,0,0,0,0,974711,0,0,0,0,0,0,974711,974711,268.837631225195,11,268.837631225195,269,0,"1",1,48,"1",0,0,974711,4738.1787109375,20306.4791666667
"BOGOTA",679,4744519,1,1,1,10,"2","0",32,"1","1","6","2","1","32",15,2,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1838211,0,0,0,0,0,0,1838211,1838211,243.665648185634,11,243.665648185634,244,0,"1",1,48,"1",0,0,1838211,8935.748046875,38296.0625
