"dominio","...1","directorio","secuencia_p","orden","clase","mes","estrato1","sex","age","p6050","p6090","p6210","p6210s1","p6240","oficio","p6426","relab","hoursWorkUsual","p6870","p7040","p7090","p7495","p7500s1a1","p7500s2a1","p7500s3a1","p7505","p7510s1a1","p7510s2a1","p7510s3a1","p7510s5a1","p7510s6a1","p7510s7a1","impa","isa","iof1","iof2","iof3h","iof3i","iof6","ingtotob","ingtot","fex_c","depto","fex_dpto","fweight","college","regSalud","cotPension","totalHoursWorked","formal","cuentaPropia","microEmpresa","y_total_m","y_total_m_ha","ingtot_H"
"BOGOTA",2213,4588605,1,2,1,4,"2","1",32,"2","1","5","11","1","58",60,1,48,8,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1409877.66666667,0,0,0,0,0,0,1409877.66666667,1409877.66666667,230.895244627537,11,230.895244627537,231,1,"1",1,48,"1",0,0,1409877.625,6853.57177734375,29372.451388889
"BOGOTA",2215,4588606,1,1,1,4,"3","1",62,"1","1","3","5","1","98",360,4,60,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,850000,0,0,0,0,0,0,850000,850000,113.098242782191,11,113.098242782191,113,0,"1",1,60,"1",1,1,850000,3305.5556640625,14166.6666666667
"BOGOTA",2216,4588607,1,1,1,4,"2","1",33,"1","1","4","7","1","98",24,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1160929.41666667,0,0,0,0,0,0,1160929.41666667,1160929.41666667,255.124051048532,11,255.124051048532,255,0,"1",1,48,"1",0,0,1160929.375,5643.40673828125,24186.029513889
"BOGOTA",2217,4588608,1,2,1,4,"2","0",58,"5","1","3","5","1","41",48,4,74,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,6e+05,0,0,0,0,0,0,6e+05,6e+05,233.448553506546,11,233.448553506546,233,0,"3",2,74,"0",1,1,6e+05,1891.89184570312,8108.10810810811
"BOGOTA",2218,4588608,1,1,1,4,"2","1",20,"1","1","5","11","1","58",3,1,48,3,2,2,"2",0,0,0,"1",0,0,0,0,0,660000,1150000,0,0,0,0,0,0,1150000,1150000,233.448553506546,11,233.448553506546,233,1,"1",1,48,"1",0,1,1150000,5590.27783203125,23958.3333333333
"BOGOTA",2220,4588609,1,3,1,4,"2","0",37,"3","1","6","4","1","79",12,4,50,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,5e+05,0,0,0,0,0,0,5e+05,5e+05,274.490168077063,11,274.490168077063,274,0,"3",2,50,"0",1,1,5e+05,2333.33325195312,10000
"BOGOTA",2221,4588609,1,4,1,4,"2","1",45,"9","1","6","3","1","79",12,4,50,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,5e+05,0,0,0,0,0,0,5e+05,5e+05,274.490168077063,11,274.490168077063,274,0,"3",2,50,"0",1,1,5e+05,2333.33325195312,10000
"BOGOTA",2225,4588610,1,4,1,4,"3","1",29,"5","1","5","11","1","83",144,1,48,4,2,2,"2",0,0,0,"1",0,0,0,0,250000,0,866242,0,0,0,0,0,0,866242,866242,192.431896911599,11,192.431896911599,192,1,"1",1,48,"1",0,0,866242,4210.8984375,18046.7083333333
"BOGOTA",2226,4588610,1,2,1,4,"3","0",22,"2","1","5","11","1","44",24,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,350000,0,837742,0,0,0,0,0,0,837742,837742,192.431896911599,11,192.431896911599,192,1,"1",1,48,"1",0,0,837742,4072.35693359375,17452.9583333333
"BOGOTA",2227,4588610,1,1,1,4,"3","1",28,"1","1","4","9","1","98",24,4,48,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,8e+05,0,0,0,0,0,0,8e+05,8e+05,192.431896911599,11,192.431896911599,192,0,"1",2,48,"0",1,1,8e+05,3888.88891601562,16666.6666666667
"BOGOTA",2228,4588610,1,5,1,4,"3","0",27,"9","1","5","11","1","39",36,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,806242,0,0,0,0,0,0,806242,806242,192.431896911599,11,192.431896911599,192,1,"1",1,48,"1",0,0,806242,3919.23193359375,16796.7083333333
"BOGOTA",2234,4588611,1,2,1,4,"3","0",48,"2","1","5","11","1","39",8,1,48,8,2,2,"2",0,0,0,"2",0,0,0,0,0,0,781242,0,0,0,0,0,0,781242,781242,181.234657722746,11,181.234657722746,181,1,"1",1,48,"1",0,0,781242,3797.7041015625,16275.875
"BOGOTA",2238,4588613,1,1,1,4,"2","0",44,"1","1","6","4","1","45",120,1,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,930929.416666667,0,0,0,0,0,0,930929.416666667,930929.416666667,240.379055423676,11,240.379055423676,240,0,"1",1,48,"1",0,0,930929.4375,4525.3515625,19394.3628472222
"BOGOTA",2239,4588614,1,1,1,4,"3","1",53,"1","1","3","1","1","51",360,5,24,3,2,2,"2",0,0,0,"2",0,0,0,0,0,0,6e+05,0,0,0,0,0,0,6e+05,6e+05,236.511565151837,11,236.511565151837,237,0,"1",1,24,"1",0,1,6e+05,5833.33349609375,25000
"BOGOTA",2240,4588614,1,2,1,4,"3","0",57,"2","1","5","11","1","53",360,5,24,3,2,2,"2",0,0,0,"2",0,0,0,0,0,0,6e+05,0,0,0,0,0,0,6e+05,6e+05,236.511565151837,11,236.511565151837,237,1,"1",2,24,"0",0,1,6e+05,5833.33349609375,25000
"BOGOTA",2241,4588614,1,3,1,4,"3","1",20,"3","1","5","11","1","53",60,1,24,3,2,1,"2",0,0,0,"2",0,0,0,0,0,0,480000,0,0,0,0,0,0,480000,480000,236.511565151837,11,236.511565151837,237,1,"1",2,24,"0",0,1,480000,4666.66650390625,20000
"BOGOTA",2243,4588615,1,1,1,4,"3","0",42,"1","1","3","5","1","55",36,1,40,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e+06,1e+06,286.976630683175,11,286.976630683175,287,0,"3",2,40,"0",0,1,1e+06,5833.33349609375,25000
"BOGOTA",2244,4588616,1,1,1,4,"3","0",25,"1","1","6","2","1","54",2,3,90,2,2,2,"2",0,0,0,"1",0,0,0,0,0,1100000,1257333.33333333,0,0,0,0,0,0,1257333.33333333,1257333.33333333,243.442067068967,11,243.442067068967,243,0,"1",1,90,"1",0,1,1257333.375,3259.75317382812,13970.3703703703
"BOGOTA",2245,4588616,1,2,1,4,"3","1",27,"2","1","3","5","1","97",24,1,48,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,580000,0,0,0,0,0,0,580000,580000,243.442067068967,11,243.442067068967,243,0,"1",2,48,"0",0,1,580000,2819.4443359375,12083.3333333333
"BOGOTA",2247,4588617,1,3,1,4,"2","1",22,"3","2","6","2","1","39",0,1,48,6,2,2,"2",0,0,0,"1",0,0,0,0,0,8e+05,933119.666666667,0,0,0,0,0,0,933119.666666667,933119.666666667,290.925991579955,11,290.925991579955,291,0,NA,2,48,"0",0,0,933119.6875,4535.99853515625,19439.9930555556
"BOGOTA",2250,4588617,1,1,1,4,"2","0",47,"1","1","5","11","1","39",15,1,55,6,2,2,"2",0,0,0,"1",0,0,0,0,0,0,988929.416666667,0,0,0,0,0,0,988929.416666667,988929.416666667,290.925991579955,11,290.925991579955,291,1,"1",1,55,"1",0,0,988929.4375,4195.4580078125,17980.5348484849
"BOGOTA",2256,4588619,1,1,1,4,"2","0",48,"1","1","5","11","1","54",6,3,50,1,2,2,"1",250000,0,1e+05,"2",0,0,0,0,0,0,844825.333333333,0,0,0,1e+05,0,250000,1344825.33333333,1344825.33333333,286.976630683175,11,286.976630683175,287,1,"1",2,50,"0",0,1,844825.3125,3942.51806640625,26896.5066666666
"BOGOTA",2259,4588621,1,1,1,4,"4","1",54,"1","1","6","5","1","39",324,4,40,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,3e+06,0,0,0,0,0,0,3e+06,3e+06,219.270001687137,11,219.270001687137,219,0,"1",2,40,"0",1,1,3e+06,17500,75000
"BOGOTA",2260,4588621,1,2,1,4,"4","0",41,"2","1","6","7","1","21",168,1,40,9,2,2,"2",0,0,0,"1",0,0,0,0,5e+05,0,4433333.33333333,0,0,0,0,0,0,4433333.33333333,4433333.33333333,219.270001687137,11,219.270001687137,219,0,"1",1,40,"1",0,0,4433333.5,25861.111328125,110833.333333333
"BOGOTA",2262,4588622,1,2,1,4,"2","0",45,"2","1","4","9","1","79",72,1,50,7,2,2,"2",0,0,0,"1",0,0,0,0,3e+06,0,1240544.33333333,0,0,0,0,0,0,1310544.33333333,1310544.33333333,245.762426990016,11,245.762426990016,246,0,"1",1,50,"1",0,0,1240544.375,5789.20703125,26210.8866666666
"BOGOTA",2263,4588622,1,1,1,4,"2","1",45,"1","2","5","11","6","83",4,1,27,3,2,1,"2",0,0,0,"1",0,0,0,0,2e+06,1e+06,433333.333333333,0,0,0,0,0,0,433333.333333333,433333.333333333,245.762426990016,11,245.762426990016,246,1,NA,2,27,"0",0,1,433333.34375,3744.85595703125,16049.3827160494
"BOGOTA",2267,4588624,1,1,1,4,"3","1",37,"1","1","5","11","1","45",6,1,48,7,2,2,"2",0,0,0,"1",0,0,0,0,15000,0,949461,0,0,0,0,0,0,949461,949461,296.020921682121,11,296.020921682121,296,1,"1",1,48,"1",0,0,949461,4615.435546875,19780.4375
"BOGOTA",2268,4588624,1,4,1,4,"3","1",61,"5","1","4","9","1","98",24,1,48,5,2,2,"2",0,0,0,"1",0,0,0,0,0,0,843742,0,0,0,0,0,0,843742,843742,296.020921682121,11,296.020921682121,296,0,"1",1,48,"1",0,0,843742,4101.5234375,17577.9583333333
"BOGOTA",2269,4588624,1,2,1,4,"3","0",36,"2","1","6","2","1","45",3,1,48,7,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1018211,0,0,0,0,0,0,1018211,1018211,296.020921682121,11,296.020921682121,296,0,"1",1,48,"1",0,0,1018211,4949.63671875,21212.7291666667
"BOGOTA",2270,4588625,1,1,1,4,"3","0",51,"1","1","3","2","1","53",24,4,48,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,4e+05,0,0,0,0,0,0,4e+05,4e+05,240.379055423676,11,240.379055423676,240,0,"3",2,48,"0",1,1,4e+05,1944.44445800781,8333.33333333333
"BOGOTA",2272,4588626,1,1,1,4,"2","0",40,"1","1","6","5","1","3",24,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1200544.33333333,0,0,0,0,0,0,1200544.33333333,1200544.33333333,286.976630683175,11,286.976630683175,287,0,"1",1,48,"1",0,0,1200544.375,5835.9794921875,25011.3402777777
"BOGOTA",2273,4588627,1,1,1,4,"2","0",39,"1","1","5","11","1","45",20,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,108000,0,948333.333333333,0,0,0,0,0,0,948333.333333333,948333.333333333,240.379055423676,11,240.379055423676,240,1,"1",1,48,"1",0,0,948333.3125,4609.95361328125,19756.9444444444
"BOGOTA",2274,4588628,1,1,1,4,"2","1",74,"1","1","3","1","1","45",240,4,42,1,2,2,"2",0,0,0,"1",0,0,1440000,0,0,0,6e+05,0,0,0,0,120000,0,720000,720000,226.196485564383,11,226.196485564383,226,0,"3",2,42,"0",1,1,6e+05,3333.33325195312,17142.8571428571
"BOGOTA",2276,4588629,1,2,1,4,"2","0",39,"2","1","6","2","1","3",107,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,130000,0,1123211,0,0,0,0,0,0,1193211,1193211,288.605631658907,11,288.605631658907,289,0,"1",1,48,"1",0,0,1123211,5460.0537109375,24858.5625
"BOGOTA",2278,4588629,1,1,1,4,"2","1",43,"1","1","6","2","1","3",11,1,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1064877.66666667,0,0,0,0,0,0,1064877.66666667,1064877.66666667,288.605631658907,11,288.605631658907,289,0,"1",1,48,"1",0,0,1064877.625,5176.48828125,22184.951388889
"BOGOTA",2281,4588631,1,2,1,4,"2","1",52,"3","1","5","11","1","18",144,4,60,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,6e+05,0,0,0,0,0,0,6e+05,6e+05,234.191205230789,11,234.191205230789,234,1,"1",1,60,"1",1,0,6e+05,2333.33325195312,10000
"BOGOTA",2284,4588632,1,1,1,4,"2","1",41,"1","1","4","6","1","87",84,1,48,4,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1174877.66666667,0,0,0,0,0,0,1174877.66666667,1174877.66666667,324.205835442028,11,324.205835442028,324,0,"1",1,48,"1",0,0,1174877.625,5711.21044921875,24476.6180555556
"BOGOTA",2287,4588633,1,3,1,4,"1","1",27,"3","1","5","11","1","55",0,1,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,869453,0,0,0,0,0,0,869453,869453,272.169808156015,11,272.169808156015,272,1,"1",1,48,"1",0,0,869453,4226.5078125,18113.6041666667
"BOGOTA",2288,4588633,1,2,1,4,"1","0",57,"2","1","4","7","4","55",84,4,20,1,2,1,"2",0,0,0,"2",0,0,0,0,0,0,3e+05,0,0,0,0,0,0,3e+05,3e+05,272.169808156015,11,272.169808156015,272,0,"1",1,20,"1",1,1,3e+05,3500,15000
"BOGOTA",2290,4588633,1,4,1,4,"1","0",26,"3","1","6","2","1","55",5,1,48,8,2,2,"2",0,0,0,"2",0,0,0,0,0,0,869453,0,0,0,0,0,0,869453,869453,272.169808156015,11,272.169808156015,272,0,"1",1,48,"1",0,0,869453,4226.5078125,18113.6041666667
"BOGOTA",2293,4588634,1,1,1,4,"1","0",31,"1","2","4","9","1","79",84,4,45,1,2,2,"1",30000,0,0,"1",0,0,0,0,0,280000,6e+05,0,0,0,0,0,30000,630000,630000,288.605631658907,11,288.605631658907,289,0,NA,2,45,"0",1,1,6e+05,3111.11108398438,14000
"BOGOTA",2294,4588634,1,2,1,4,"1","1",37,"2","2","5","11","1","93",120,1,50,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126167,288.605631658907,11,288.605631658907,289,1,NA,2,50,"0",0,0,1617550.51747335,8541.87432821602,22523.34
